日期,联赛,主队,客队,大球初盘赔率,大小球初盘,小球初盘赔率,大球终盘赔率,大小球终盘,小球终盘赔率,初盘主队让球赔率,初盘亚盘,初盘客队让球赔率,终盘主队让球赔率,终盘亚盘,终盘客队让球赔率,主队全场进球数,客队全场进球数,主队半场进球数,客队半场进球数,主队ELO评分,客队ELO评分
2024/10/5 22:00,A179,菲尔德,奥尔德肖特,0.86,3,0.94,0.81,2.75,0.99,0.86,0,0.96,1.04,0,0.78,5,2,3,2,1515,1485
2024/10/5 22:00,A73,梅赫伦,奥德赫维里,0.94,2.75,0.92,0.83,2.5,1.04,1.06,0.25,0.82,0.79,0,1.11,5,0,2,0,1515,1485
2024/10/5 22:00,A520,塞那乔其,古比斯,1.03,3,0.83,0.95,3,0.93,0.83,-0.25,1.05,1.03,0,0.86,0,1,0,0,1485,1515
2024/10/5 22:00,A491,EIF埃克纳斯,奥卢,0.98,2.75,0.88,0.93,2.75,0.95,0.86,-0.5,1.02,0.91,-0.25,0.98,1,1,1,0,1500,1500
2024/10/5 22:00,A165,希伯尼安,马瑟韦尔,0.87,2.5,0.99,0.92,2.5,0.94,0.81,0.25,1.07,0.82,0.5,1.07,1,2,0,0,1485,1515
2024/10/5 22:00,A165,邓迪FC,基马诺克,0.87,2.5,0.99,0.91,2.5,0.95,0.98,0.25,0.9,1,0.25,0.89,2,3,1,0,1485,1515
2024/10/5 22:00,A165,圣米伦,邓迪联队,0.91,2.25,0.95,0.82,2.25,1.04,1.11,0.25,0.78,1.01,0.25,0.88,0,1,0,0,1485,1515
2024/10/5 22:00,A5,米尔顿凯恩斯,特兰米尔,0.89,2.5,0.91,0.86,2.5,1,0.8,0.5,1.02,0.99,0.75,0.89,1,1,1,0,1514.3528,1500.6472
2024/10/5 22:00,A5,车士打菲特,沃尔索尔,0.89,2.5,0.91,0.98,2.5,0.88,0.85,0.25,0.97,0.95,0.25,0.93,2,2,1,1,1499.3528,1485.6472
2024/10/5 22:00,A5,阿克灵顿,莫雷坎比,0.82,2.5,0.98,0.84,2.5,1.02,0.79,0.25,1.03,0.85,0.25,1.03,2,1,2,0,1500.6472,1484.3528
2024/10/5 22:00,A5,斯文登,哈洛贾特,1,2.75,0.8,0.97,2.75,0.89,0.82,0.5,1,0.92,0.75,0.96,0,0,0,0,1499.3528,1485.6472
2024/10/5 22:00,A5,巴洛,切尔滕汉姆,0.92,2.5,0.88,1.23,2.5,0.67,0.92,0.75,0.9,1.2,0.75,0.71,2,1,0,1,1501.291995,1498.708005
2024/10/5 22:00,A5,索尔福德市,AFC温布尔登,0.82,2.25,0.98,0.82,2.25,1.04,0.79,-0.25,1.03,0.88,-0.25,1,1,0,0,0,1500,1470
2024/10/5 22:00,A5,诺茨郡,维尔港,0.89,2.75,0.91,0.86,2.75,1,0.78,0,1.04,0.85,0,1.03,0,1,0,1,1499.3528,1515.6472
2024/10/5 22:00,A5,科切斯特联,卡利斯尔联,0.9,2.5,0.9,1.05,2.5,0.81,0.88,0.25,0.94,1.08,0.5,0.8,0,0,0,0,1499.3528,1485.6472
2024/10/5 22:00,A6,西汉姆联,伊普斯维奇,0.86,2.75,1,0.9,2.75,0.99,0.96,0.75,0.92,0.92,0.5,0.97,4,1,2,1,1515,1485
2024/10/5 22:00,A6,阿森纳,南安普敦,0.83,3.25,1.03,0.94,3.25,0.95,0.83,2,1.05,0.89,2,1,3,1,0,0,1529.3528,1485.6472
2024/10/5 22:00,A6,布伦特福德,狼队,0.98,2.75,0.88,0.95,2.75,0.94,0.98,0.5,0.9,1.08,0.5,0.81,5,3,4,2,1515,1485
2024/10/5 22:00,A6,莱斯特城,伯恩茅斯,0.82,2.75,1.04,1.04,3,0.85,0.95,-0.25,0.93,0.85,-0.5,1.04,1,0,1,0,1515,1485
2024/10/5 22:00,A6,曼彻斯特城,富勒姆,1.01,3.5,0.85,1.04,3.25,0.85,1.02,2,0.86,0.99,1.75,0.9,3,2,1,1,1529.3528,1485.6472
2024/10/5 22:00,A101,斯旺西,斯托克城,0.95,2.5,0.91,0.87,2.5,1,0.92,0.25,0.96,1.03,0.25,0.86,0,0,0,0,1486.291995,1513.708005
2024/10/5 22:00,A101,考文垂,谢周三,0.96,2.75,0.9,0.94,2.5,0.93,0.94,0.5,0.94,0.97,0.75,0.92,1,2,1,1,1499.3528,1515.6472
2024/10/5 22:00,A101,谢菲尔德联队,卢顿,0.89,2.5,0.97,0.98,2.5,0.89,0.96,0.5,0.92,0.96,0.5,0.93,2,0,1,0,1529.3528,1485.6472
2024/10/5 22:00,A101,西布罗姆维奇,米尔沃尔,1.05,2.25,0.81,1.01,2.25,0.86,0.88,0.5,1,0.85,0.5,1.04,0,0,0,0,1485,1485
2024/10/5 22:00,A179,夏利法斯,谭禾夫,0.8,2.25,1,0.85,2.25,0.95,0.8,0.5,1.02,0.79,0.25,1.03,3,2,0,2,1515,1485
2024/10/5 22:00,A181,京士拉,达宁顿,0.9,2.25,0.9,0.87,2,0.93,0.92,0.25,0.9,1.11,0.25,0.72,2,1,1,1,1515,1485
2024/10/5 22:00,A175,女王公园,哈密尔顿,0.96,2.75,0.84,0.97,2.75,0.85,1,0.5,0.82,0.85,0.5,0.99,1,0,0,0,1515,1485
2024/10/5 22:00,A181,南港队,巴克利城,1.01,2.5,0.79,1.01,2.25,0.79,1.03,-0.25,0.79,0.87,-0.25,0.95,0,0,0,0,1500,1500
2024/10/5 22:00,A181,雷明顿,史卡保罗夫,0.79,2.25,1.01,0.74,2.25,1.06,0.76,-0.25,1.06,0.76,-0.25,1.06,1,1,0,0,1500,1500
2024/10/5 22:00,A181,斯坎索普,牛津城,0.9,2.75,0.9,0.72,2.75,1.08,0.87,1.25,0.95,0.74,1.5,1.08,2,2,1,1,1500,1500
2024/10/5 22:00,A181,艾尔佛莱顿,赫雷福德,0.9,2.25,0.9,0.9,2.25,0.9,1.06,0.25,0.76,0.98,0.25,0.84,0,0,0,0,1500,1500
2024/10/5 22:00,A179,南安联,麦德黑联,0.88,2.5,0.92,0.93,2.5,0.87,0.86,0.75,0.96,0.94,0.75,0.88,0,2,0,1,1485,1515
2024/10/5 22:00,A181,彼德堡体育,卢莎奥林,1,2.5,0.8,1,2.5,0.8,0.82,0.25,1,0.86,0.5,0.96,0,2,0,1,1485,1515
2024/10/5 22:00,A11,富莫咸普顿,托奎联,0.83,2.5,0.97,0.89,2.5,0.91,0.83,-0.25,0.99,0.97,0,0.85,0,1,0,1,1485,1515
2024/10/5 22:00,A11,沃森,梅德斯托联,0.81,2.75,0.99,0.81,2.75,0.99,1.04,0.25,0.78,0.91,0,0.91,0,2,0,1,1485,1515
2024/10/5 22:00,A11,茨伯翰,博雷汉姆,0.83,2.5,0.97,0.7,2.5,1.11,0.97,-1,0.85,0.97,-1,0.85,0,1,0,1,1485,1515
2024/10/5 22:00,A11,史洛治,汤桥天使,0.83,2.5,0.97,0.83,2.5,0.97,1.02,0.5,0.8,1.02,0.5,0.8,3,1,1,0,1515,1485
2024/10/5 22:00,A11,圣阿尔班斯,索尔兹伯里FC,0.83,2.5,0.97,1,2.5,0.8,0.85,0.25,0.97,0.85,0.25,0.97,3,4,0,3,1485,1515
2024/10/5 22:00,A11,杜金,侯恩乔奇,0.88,2.5,0.92,0.7,2.5,1.11,0.8,0.25,1.02,0.9,0.5,0.92,3,1,2,1,1515,1485
2024/10/5 22:00,A11,恩菲尔德镇,域茅夫,0.8,2.5,1,0.82,2.5,0.98,0.78,-0.25,1.04,1.02,-0.25,0.8,1,0,0,0,1515,1485
2024/10/5 22:00,A11,特鲁罗城,希美咸史特城,0.96,2.5,0.84,0.96,2.5,0.84,0.77,0,1.05,0.77,0,1.05,1,0,1,0,1515,1485
2024/10/5 22:00,A11,车姆斯福特,东伯尼,0.92,2.5,0.88,0.81,2.5,0.99,0.9,0.5,0.92,0.7,0.5,1.13,4,2,3,0,1515,1485
2024/10/5 22:00,A11,车斯曼,巴斯,0.95,2.5,0.85,1.06,2.5,0.74,0.92,0.25,0.9,0.82,0.25,1,0,1,0,0,1485,1515
2024/10/5 22:00,A11,法保罗夫,艾维利,0.97,2.75,0.83,0.77,2.75,1.03,1.02,1,0.8,0.81,1,1.01,2,0,0,0,1515,1485
2024/10/5 22:00,A11,威灵,维斯顿,0.94,2.5,0.86,0.94,2.5,0.86,0.77,-0.25,1.05,0.75,-0.25,1.07,1,3,1,2,1485,1515
2024/10/5 22:00,A37,ATK莫亨巴根,莫哈末丹,0.8,2.75,1,0.89,2.75,0.97,1,1,0.82,0.89,0.5,1,3,0,3,0,1515,1485
2024/10/5 22:00,A87,拉科鲁尼亚B队,兰格勒奥,0.92,2.25,0.78,0.92,2.25,0.78,0.88,0.5,0.82,0.86,0.5,0.84,1,1,0,0,1500,1500
2024/10/5 22:00,A523,韦斯屈莱,维夫克,0.98,3.5,0.82,1,3.75,0.86,0.83,0.75,0.99,0.94,1.25,0.94,0,4,0,0,1485,1515
2024/10/5 22:00,A521,洛瓦涅米,OLS奥陆,0.92,3.25,0.88,0.95,3.5,0.91,0.82,-0.75,1,0.92,-0.75,0.96,1,1,1,0,1500,1500
2024/10/5 22:00,A182,乔奥维尔,安拿迪亚,0.8,2.25,1,0.8,2.25,1,0.95,0.25,0.87,0.95,0.25,0.87,3,1,1,1,1515,1485
2024/10/5 22:00,A181,斯彭尼穆尔城,京达米士特,0.83,2.25,0.97,0.82,2.25,0.98,1.03,0,0.79,0.86,0,0.96,1,1,1,0,1500,1500
2024/10/5 22:00,A181,海运联,雷德利费,0.88,2.5,0.92,0.8,2.5,1,1.02,0.25,0.8,1.08,0.25,0.74,1,0,1,0,1515,1485
2024/10/5 22:00,A181,切奥尔雷,沃灵顿,0.81,2.75,0.99,0.9,2.75,0.9,0.79,1,1.03,0.84,1,0.98,1,1,0,0,1500,1500
2024/10/5 22:00,A181,切斯特,法士利,0.79,2.25,1.01,0.79,2.25,1.01,1.04,1,0.78,0.81,1,1.01,0,0,0,0,1500,1500
2024/10/5 22:00,A175,帕尔蒂克,利云斯顿,0.8,2.5,1,0.95,2.25,0.87,0.77,-0.25,1.05,0.85,0,0.99,0,0,0,0,1500,1500
2024/10/5 22:00,A175,摩顿,拉茨流浪者,0.98,2.5,0.82,0.9,2,0.92,0.91,0,0.91,1.03,0,0.81,2,0,0,0,1515,1485
2024/10/5 22:00,A175,法基克,艾尔联,0.88,2.5,0.92,0.79,2.5,1.03,1.02,0.5,0.8,0.91,0.5,0.93,2,0,1,0,1515,1485
2024/10/5 22:00,A172,南部女王,凯尔蒂赫斯,0.8,2.5,0.9,0.8,2.5,0.9,0.74,0.25,0.96,0.82,0.25,0.88,1,5,0,3,1485,1515
2024/10/5 22:00,A172,艾洛亚,科夫流浪者,0.78,2.75,0.92,0.78,2.75,0.92,0.82,0.5,0.88,0.89,0.75,0.81,0,2,0,2,1485,1515
2024/10/5 22:00,A181,布顿,阿什顿,0.87,2.25,0.93,0.88,2.25,0.92,1.05,0,0.77,0.88,-0.25,0.94,0,1,0,1,1485,1515
2024/10/5 22:00,A172,阿布罗斯,因弗内斯,0.83,2.5,0.87,1.08,2.5,0.62,0.96,0,0.74,1.06,0.25,0.64,1,0,0,0,1515,1485
2024/10/5 22:00,A172,邓巴顿,斯坦豪斯摩尔,0.76,2.5,0.94,0.9,2.75,0.8,0.85,0.25,0.85,0.73,0.5,0.97,1,3,1,2,1485,1515
2024/10/5 22:00,A320,彼得黑德,埃尔金城,0.92,2.5,0.78,0.92,2.5,0.78,0.9,0.5,0.8,0.9,0.5,0.8,0,1,0,1,1485,1515
2024/10/5 22:00,A320,加迪,斯巴顿斯,0.79,2.25,0.91,0.79,2.25,0.91,0.85,0.25,0.85,0.81,0.25,0.89,1,1,0,1,1500,1500
2024/10/5 22:00,A320,艾比安斯特宁,科化体育会,0.84,2.25,0.86,0.84,2.25,0.86,0.93,0.25,0.77,0.92,0,0.78,2,1,2,1,1515,1485
2024/10/5 22:00,A320,东法夫郡,保尼玫瑰,0.78,2.5,0.92,0.78,2.5,0.92,0.8,0.75,0.9,0.89,0.75,0.81,5,0,2,0,1515,1485
2024/10/5 22:00,A172,安南竞技,蒙特罗斯,0.86,2.75,0.84,1.02,2.5,0.68,0.75,0,0.95,0.7,0,1,1,0,1,0,1515,1485
2024/10/5 22:00,A116,基拿云,波塔当,0.8,2.5,0.9,0.8,2.5,0.9,0.92,0.5,0.78,0.92,0.25,0.78,2,1,0,1,1515,1485
2024/10/5 22:00,A116,卡域克流浪,克里夫顿维尔,0.8,2.75,0.9,0.8,2.75,0.9,0.88,-0.75,0.82,0.82,-1,0.88,2,0,1,0,1515,1485
2024/10/5 22:00,A116,克鲁萨德,科尔雷恩,0.78,2.5,0.92,0.78,2.5,0.92,0.9,0.5,0.8,0.9,0.5,0.8,2,1,1,1,1515,1485
2024/10/5 22:00,A116,巴利米纳联队,劳夫哥尔,0.9,2.75,0.8,0.8,2.75,0.9,0.85,0.75,0.85,0.74,0.75,0.96,4,1,3,1,1515,1485
2024/10/5 22:00,A500,弗拉姆,维斯特瑞,0.96,3,0.84,0.99,3,0.87,0.9,0.5,0.92,1.08,0.5,0.8,2,4,1,3,1485,1515
2024/10/5 22:00,A181,讷翰马科,南希尔兹,0.82,2.5,0.98,0.82,2.5,0.98,0.81,-0.5,1.01,0.74,-0.5,1.08,3,0,3,0,1515,1485
2024/10/5 22:00,A373,佐高平斯,卢恩斯基尔,0.77,2.75,0.93,0.77,2.75,0.93,0.75,0.75,0.95,0.67,0.75,1.03,0,1,0,1,1485,1515
2024/10/5 22:00,A391,卡尔斯塔德,阿西里斯卡联队,0.84,3,0.86,0.92,3,0.78,0.9,-0.75,0.8,0.9,-0.5,0.8,0,2,0,0,1485,1515
2024/10/5 22:00,A373,欧卡哈姆斯,特罗尔海坦,0.86,3,0.84,0.86,3,0.84,0.92,-0.25,0.78,0.92,-0.25,0.78,0,1,0,0,1485,1515
2024/10/5 22:00,A118,FK秋明,卡马斯,1.02,2.25,0.78,0.95,2,0.89,0.76,0,1.06,0.7,0,1.19,1,1,1,0,1500,1500
2024/10/5 22:00,A333,塔波斯科,利森,0.92,2.25,0.88,1.01,2.25,0.81,1.02,0.75,0.8,1.06,0.75,0.78,1,1,0,1,1514.3528,1500.6472
2024/10/5 22:00,A320,爱丁堡,斯青威尔,0.9,2.75,0.8,0.8,2.5,0.9,0.76,-0.25,0.94,0.72,-0.25,0.98,1,2,0,1,1485,1515
2024/10/5 22:10,A175,艾尔德里联,邓弗姆林,0.98,2.5,0.82,1,2.25,0.82,0.78,0,1.04,0.92,0,0.92,1,1,0,1,1500,1500
2024/10/5 22:15,A60,赫塔菲,奥萨苏纳,0.88,1.75,0.98,0.8,1.75,1.09,0.9,0.25,0.98,1.11,0.5,0.79,1,1,1,0,1500,1500
2024/10/5 22:15,A61,米兰德斯,格拉纳达,0.83,2,1.03,1.06,2,0.81,1.02,0,0.86,0.78,0,1.12,0,1,0,1,1485,1515
2024/10/5 22:15,A61,埃瓦尔,希洪竞技,1.06,2.25,0.8,0.87,2.25,1,1.03,0.5,0.85,1,0.5,0.89,1,3,1,2,1485,1515
2024/10/5 22:30,A70,亚琛,因戈尔施塔特,0.89,2.75,0.91,0.98,2.75,0.88,0.96,0,0.86,1.06,0,0.82,1,1,1,0,1500,1500
2024/10/5 22:30,A131,奥利维伦斯,费雷拉,0.88,2.5,0.92,0.98,2.25,0.88,0.91,0,0.91,1.16,0,0.74,0,2,0,2,1485,1515
2024/10/5 22:30,A33,索非亚中央陆军,塞普特姆里,0.95,3,0.85,1.2,3,0.65,0.9,2.25,0.92,1.09,1.75,0.75,0,1,0,1,1485,1515
2024/10/5 22:30,A367,摩里伦斯,圣克拉拉,0.9,2.25,0.96,0.95,1.75,0.92,1.06,0.25,0.82,0.83,0,1.06,1,0,0,0,1515,1485
2024/10/5 22:30,A367,吉维森特,阿马多拉,0.85,2.25,1.01,0.85,2.25,1.02,0.98,0.5,0.9,0.92,0.5,0.97,3,0,2,0,1515,1485
2024/10/5 22:45,A319,乌姆沙拉尔,加拉法,0.92,3.25,0.84,0.78,3.25,0.92,0.96,0,0.8,0.8,0.75,0.9,5,0,1,0,1515.6472,1499.3528
2024/10/5 23:00,A95,沃尔夫斯伯格,哈特堡格,1.05,3,0.81,1.03,2.5,0.83,1.03,0.5,0.85,1.14,0.25,0.76,2,3,0,1,1485,1515
2024/10/5 23:00,A95,奥地利维也纳,格拉茨AK,0.85,2.75,1.01,0.94,3,0.92,0.88,0.75,1,0.92,0.75,0.97,2,1,1,0,1515,1485
2024/10/5 23:00,A95,WSG提洛尔,BW林茨,0.89,2.5,0.97,1.03,2.5,0.83,0.79,-0.25,1.09,0.97,0,0.92,1,1,0,1,1500,1500
2024/10/5 23:00,A385,斯达,布莱尼,0.9,2.75,0.9,0.84,2.75,1,0.84,-0.25,0.98,0.81,-0.25,1.05,2,1,1,0,1515,1485
2024/10/5 23:00,A385,松达尔,奥勒松,0.9,2.75,0.9,1.03,2.75,0.81,0.9,0,0.92,0.86,-0.25,1,0,1,0,0,1485,1515
2024/10/5 23:00,A65,圣埃蒂安,欧塞尔,0.86,2.5,1,1,2.5,0.88,0.99,0,0.89,0.82,-0.25,1.07,3,1,1,0,1515,1485
2024/10/5 23:00,A26,奥摩尼亚迈欧,艾华迪堡,0.9,2.25,0.9,1.11,2.25,0.74,0.84,0.25,0.98,0.92,0.25,0.94,1,2,1,2,1485,1515
2024/10/5 23:00,A89,MTK匈格利亚,凯奇凯梅特,1,2.75,0.8,1.01,2.75,0.81,0.91,0.5,0.91,0.82,0.5,1.02,3,1,2,1,1515,1485
2024/10/5 23:00,A86,艾尔切艾利塔奴,安德拉特克斯,0.72,1.75,0.98,0.72,1.75,0.98,0.79,0.25,0.91,0.86,0.5,0.84,1,1,1,1,1500,1500
2024/10/5 23:00,A93,托雷莫利诺斯青年,卡迪斯B队,0.86,2.5,0.84,0.86,2.5,0.84,0.82,1,0.88,0.82,1,0.88,1,1,1,0,1500,1500
2024/10/5 23:00,A30,高华尤夫卡,利维贝雷,0.92,2,0.88,1.19,2,0.7,1.03,0.75,0.79,1.07,0.75,0.81,0,0,0,0,1500,1500
2024/10/5 23:00,A333,布尔诺,维拉斯姆,0.96,2.75,0.84,0.8,3,1.02,0.8,0.25,1.02,0.93,0.5,0.91,2,2,1,0,1485.6472,1499.3528
2024/10/5 23:00,A448,白礼顿U21,水晶宫U21,0.84,3.5,0.98,0.8,3.5,1.02,0.94,0.5,0.9,0.93,0.75,0.91,10,0,2,0,1515,1485
2024/10/5 23:05,A433,科勒加勒斯,阿梅尼奥,0.86,1.75,0.84,0.75,1.75,0.95,1,0.25,0.7,0.99,0.25,0.71,1,0,0,0,1515,1485
2024/10/5 23:15,A83,利雅得胜利,欧鲁巴赫,0.98,3.75,0.88,0.83,3.5,1.03,0.84,2.25,1.04,0.96,2.25,0.93,3,0,2,0,1515,1485
2024/10/5 23:25,A83,布赖代合作,哈萨征服,0.86,2.5,1,0.94,2.5,0.92,1.05,0.75,0.83,0.94,0.5,0.95,2,0,1,0,1500.6472,1484.3528
2024/10/5 23:30,A372,布洛马波卡纳,哥德堡盖斯,0.85,2.75,1.01,0.85,3,1.02,1.05,0.25,0.83,0.91,0.25,0.98,2,0,0,0,1515,1485
2024/10/5 23:30,A29,阿特罗米托斯,沃罗斯NFC,0.98,2.25,0.88,1,2.5,0.86,0.86,0.5,1.02,0.83,0.5,1.06,1,2,1,0,1485,1515
2024/10/5 23:30,A91,阿尔塔穆拉,摩诺波利,0.93,2,0.83,1,2,0.8,0.74,-0.25,1.02,0.94,0,0.88,0,1,0,1,1485,1515
2024/10/5 23:30,A107,隆美辛尼,特伦托,0.93,2,0.83,0.95,2,0.85,0.8,0,0.96,0.96,0.25,0.86,0,2,0,1,1485,1515
2024/10/5 23:30,A107,阿济纳诺基安波,阿尔希欧蕾,0.82,2,0.94,0.88,2,0.92,0.94,0.5,0.82,0.89,0.5,0.93,0,2,0,1,1485,1515
2024/10/5 23:30,A19,萨比利斯,卢宾扎格勒比,0.83,2.5,0.97,0.84,2.5,1.02,0.79,0.25,1.03,0.91,0.25,0.97,0,1,0,1,1485,1515
2024/10/5 23:30,A21,华沙普洛克,华沙普罗尼亚,0.86,2.75,0.94,0.96,2.75,0.86,0.8,0.5,1.02,0.88,0.5,0.96,4,1,1,1,1515,1485
2024/10/5 23:30,A386,胡泽斯坦,塞帕汉,1.02,2.5,0.78,0.87,2,0.93,1.02,-0.5,0.8,0.96,-0.5,0.86,0,1,0,1,1485.6472,1529.3528
2024/10/5 23:30,A104,沙巴巴库,纳希切万,0.93,2.5,0.89,0.93,2.5,0.89,0.83,0.5,1.01,0.76,0.75,1.08,1,1,1,1,1500,1500
2024/10/5 23:30,A71,皇家贝蒂斯B队,艾基史拉斯,0.95,2,0.85,1,2,0.8,0.99,0.25,0.83,0.98,0.25,0.84,1,1,0,0,1500,1500
2024/10/5 23:30,A72,邦弗拉甸拿,塞尔塔B队,0.91,2,0.89,0.91,2,0.89,0.97,0.5,0.85,0.97,0.5,0.85,2,1,0,0,1515,1485
2024/10/5 23:30,A91,AZ皮切尔诺,卡维塞,0.82,2,0.94,0.84,2,0.96,0.77,0.5,0.99,0.92,0.5,0.9,1,1,0,1,1500,1500
2024/10/5 23:45,A176,华斯尔,豪尔费坎,0.88,3.5,0.92,1.03,3.5,0.83,0.94,2,0.88,1.13,1.75,0.76,3,4,3,1,1485,1515
2024/10/5 23:45,A176,伊蒂哈德卡尔巴,阿巴塔,0.98,3.25,0.82,1.02,3.25,0.84,0.96,0.5,0.86,1.04,0.5,0.84,3,0,2,0,1515,1485
2024/10/6 0:00,A17,克卢日,拉斯理工体育会,0.9,2.75,0.9,0.97,2.75,0.89,0.98,1.25,0.84,0.92,1.25,0.96,2,1,2,0,1515,1485
2024/10/6 0:00,A110,韦尔,乌契,0.98,2.75,0.82,0.94,2.75,0.92,0.92,0.25,0.9,1,0.25,0.88,2,2,2,1,1500,1500
2024/10/6 0:00,A110,阿劳,瓦杜兹,0.9,3.25,0.9,0.94,3.25,0.92,0.99,0.25,0.83,0.87,0.25,1.01,0,0,0,0,1500,1500
2024/10/6 0:00,A370,阿舒多,海法,0.84,2.25,0.96,0.8,2.25,1,0.85,0,0.97,1.04,0,0.78,0,1,0,0,1485,1515
2024/10/6 0:00,A10,亚特兰大,热那亚,0.83,2.5,1.03,0.99,3,0.9,0.88,1,1,0.88,1.25,1.01,5,1,1,0,1529.3528,1485.6472
2024/10/6 0:00,A100,锡昂,伊韦尔东,1.04,3,0.82,0.96,2.75,0.91,0.81,0.75,1.07,1.06,1.25,0.83,1,1,0,1,1500,1500
2024/10/6 0:00,A24,伊斯坦布尔巴萨克塞尔,开塞利体育,0.99,2.75,0.87,0.82,2.75,1.05,1.06,1,0.82,0.93,0.75,0.96,1,1,0,1,1485.6472,1499.3528
2024/10/6 0:00,A100,卢森,洛桑,1.02,3.25,0.84,1.01,3,0.86,0.96,0.25,0.92,0.93,0.5,0.96,2,2,1,2,1500,1500
2024/10/6 0:00,A96,喀山红宝石,格罗兹尼特里克,1,2.25,0.86,1.05,2.5,0.82,1,0.25,0.88,0.96,0.25,0.93,2,0,1,0,1501.291995,1498.708005
2024/10/6 0:00,A96,莫斯科斯巴达,罗斯托夫,0.84,2.5,1.02,0.97,2.75,0.9,0.82,0.75,1.06,0.84,0.5,1.05,3,0,3,0,1529.3528,1485.6472
2024/10/6 0:00,A25,卡拉古拉克,沙卡亚斯普,0.92,2.5,0.88,0.94,2.5,0.9,0.96,0.5,0.86,0.84,0.5,1.02,4,0,1,0,1515,1485
2024/10/6 0:00,A24,哈塔斯堡,特拉布宗体育,0.82,2.25,1.04,0.97,2.5,0.9,1,-0.25,0.88,0.92,-0.25,0.97,1,1,1,0,1500,1500
2024/10/6 0:00,A25,山路法斯堡,马拉蒂亚体育,0.88,3.25,0.82,0.78,3.25,0.92,0.76,2,0.94,0.75,2.25,0.95,3,0,0,0,1515,1485
2024/10/6 0:00,A26,阿诺索西斯,萨拉米斯,0.92,2.5,0.88,0.89,2.5,0.95,0.91,0.5,0.91,0.97,0.5,0.89,3,1,3,0,1530,1500
2024/10/6 0:00,A105,FK柯西斯,鲁森比洛克,0.95,2.25,0.85,0.84,2.25,0.96,0.76,0,1.06,0.71,0,1.12,2,1,2,1,1515,1485
2024/10/6 0:00,A182,科维良,奥利维拉,0.85,2.25,0.95,0.85,2.25,0.95,1.02,0.5,0.8,1.13,0.5,0.7,1,0,1,0,1515,1485
2024/10/6 0:00,A173,艾默当踢球者,左登,0.91,3.25,0.85,0.92,3,0.9,0.96,1.25,0.8,0.81,1,1.03,3,1,1,1,1529.3528,1485.6472
2024/10/6 0:00,A105,波德布雷佐瓦,泰拿华斯巴达,0.92,2.5,0.88,1,2.5,0.8,0.84,-0.25,0.98,0.72,-0.25,1.11,0,4,0,1,1485.6472,1529.3528
2024/10/6 0:00,A87,拉瑞都,克鲁肖,0.81,1.75,0.89,0.73,1.75,0.97,0.72,0,0.98,0.72,0,0.98,0,2,0,1,1485,1515
2024/10/6 0:00,A78,格尼卡,衣扎拉,0.81,2,0.89,0.87,2,0.83,0.94,0.5,0.76,0.9,0.5,0.8,5,2,1,1,1515,1485
2024/10/6 0:00,A84,利云特UD女足,塞维利亚女足,0.86,2.75,0.94,0.8,2.75,1,0.8,0.75,1.02,0.77,0.75,1.05,0,0,0,0,1500,1500
2024/10/6 0:00,A97,CD瓜达拉哈拉,圣瑟巴斯提安雷耶斯,0.88,2.25,0.82,0.88,2.25,0.82,0.79,0.25,0.91,0.93,0.25,0.77,6,0,2,0,1515,1485
2024/10/6 0:00,A218,塔特拉,波瓦兹斯卡,0.8,2.5,1,0.72,2.5,1.08,0.93,0.5,0.89,0.93,0.5,0.89,1,0,1,0,1515,1485
2024/10/6 0:00,A169,鲁昂,维尔赛斯,0.95,2.25,0.85,0.95,2.25,0.89,1.04,0.25,0.78,1.09,0.25,0.77,0,0,0,0,1500,1500
2024/10/6 0:00,A26,AEL利马索尔,阿奇纳,0.86,3,0.94,0.93,3,0.91,0.82,0.25,1,0.9,0.25,0.96,5,2,2,1,1515.6472,1499.3528
2024/10/6 0:00,A105,斯卡利卡,科马尔诺,1.01,2.5,0.79,0.85,2.5,0.95,0.81,0.25,1.01,0.74,0.25,1.08,3,0,1,0,1515,1485
2024/10/6 0:00,A59,穆苏克鲁纳,约森独立队,0.92,2.5,0.88,0.94,2.5,0.92,0.93,-0.5,0.89,0.87,-0.75,1.01,1,1,1,1,1500,1500
2024/10/6 0:15,A73,科特赖克,亨克,1.04,3,0.82,0.87,2.75,1,0.9,-1,0.98,1.04,-0.75,0.85,2,1,2,1,1515,1485
2024/10/6 0:30,A6,埃弗顿,纽卡斯尔联,1,3,0.86,0.92,2.75,0.97,0.86,-0.5,1.02,0.91,-0.5,0.98,0,0,0,0,1500.6472,1514.3528
2024/10/6 0:30,A90,圣保利,美因茨,0.9,2.5,0.96,1,2.5,0.89,1.02,0,0.86,0.86,0.25,1.03,0,3,0,2,1485,1515
2024/10/6 0:30,A60,拉斯帕尔马斯,塞尔塔,0.83,2.5,1.03,0.8,2.5,1.09,1.08,0,0.8,0.87,-0.5,1.02,0,1,0,1,1485,1515
2024/10/6 0:30,A60,巴拉多利德,巴列卡诺,0.94,2,0.92,1.01,2,0.88,1.04,0,0.84,0.86,-0.25,1.03,1,2,0,0,1485,1515
2024/10/6 0:30,A29,帕纳多里高斯,AEK雅典,1.02,2.75,0.84,0.93,2.75,0.93,0.86,-1.5,1.02,0.82,-1.5,1.07,1,0,0,0,1515,1485
